area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,total_rooms
Super built-up  Area,1st Phase JP Nagar,2077.0,3.0,3.0,175.0,3.0,8425.613866153106,6.0
Plot  Area,Sarjapur  Road,2880.0,3.0,2.0,211.0,4.0,7326.388888888889,7.0
Super built-up  Area,Dasanapura,708.0,2.0,1.0,31.15,2.0,4399.717514124294,4.0
Super built-up  Area,Basavangudi,1200.0,2.0,3.0,120.0,2.0,10000.0,4.0
Built-up  Area,Hosakerehalli,925.0,2.0,1.0,46.25,2.0,5000.0,4.0
Built-up  Area,Bannerghatta Road,2826.0,3.0,1.0,148.0,3.0,5237.0842179759375,6.0
Carpet  Area,Kanakpura Road,458.0,1.0,0.0,33.66,1.0,7349.344978165938,2.0
Built-up  Area,Other,3500.0,4.0,0.0,150.0,4.0,4285.714285714285,8.0
Plot  Area,Other,5400.0,4.0,2.0,250.0,4.0,4629.62962962963,8.0
Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3.0,6206.896551724138,5.0
Super built-up  Area,Kasavanhalli,1100.0,2.0,1.0,65.0,2.0,5909.090909090909,4.0
Super built-up  Area,Kadubeesanahalli,1185.0,2.0,3.0,55.0,2.0,4641.350210970464,4.0
Built-up  Area,9th Phase JP Nagar,1900.0,4.0,2.0,80.0,4.0,4210.526315789473,8.0
Plot  Area,TC Palaya,1200.0,2.0,1.0,70.0,2.0,5833.333333333333,4.0
Super built-up  Area,Other,660.0,1.0,1.0,35.0,1.0,5303.030303030303,2.0
Super built-up  Area,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3.0,6302.083333333333,7.0
Plot  Area,Jalahalli,1200.0,2.0,0.0,130.0,2.0,10833.333333333334,4.0
Super built-up  Area,1st Phase JP Nagar,4550.0,2.0,1.0,240.0,4.0,5274.725274725275,6.0
Super built-up  Area,Bhoganhalli,1205.0,2.0,1.0,68.32,2.0,5669.709543568464,4.0
Super built-up  Area,Haralur Road,1200.0,2.0,2.0,46.0,2.0,3833.3333333333335,4.0
Super built-up  Area,Akshaya Nagar,1421.0,2.0,2.0,73.0,3.0,5137.227304714989,5.0
Super built-up  Area,6th Phase JP Nagar,1250.0,3.0,3.0,48.9,3.0,3912.0,6.0
Super built-up  Area,Whitefield,524.0,1.0,1.0,29.0,1.0,5534.3511450381675,2.0
Built-up  Area,HSR Layout,4200.0,5.0,2.0,245.0,5.0,5833.333333333333,10.0
Super built-up  Area,Thubarahalli,1540.0,3.0,2.0,90.0,3.0,5844.1558441558445,6.0
Super built-up  Area,Rachenahalli,985.0,2.0,1.0,50.17,2.0,5093.401015228426,4.0
Built-up  Area,Whitefield,2830.0,4.0,3.0,161.0,4.0,5689.04593639576,8.0
Super built-up  Area,Other,1140.0,2.0,3.0,60.0,2.0,5263.1578947368425,4.0
Built-up  Area,5th Block Hbr Layout,3600.0,5.0,3.0,130.0,5.0,3611.1111111111113,10.0
Super built-up  Area,Raja Rajeshwari Nagar,1700.0,2.0,2.0,86.0,3.0,5058.823529411765,5.0
Super built-up  Area,Devanahalli,1360.0,2.0,0.0,62.425,2.0,4590.073529411765,4.0
Plot  Area,Electronic City,1800.0,3.0,2.0,700.0,4.0,38888.88888888889,7.0
Super built-up  Area,Dasarahalli,1333.0,2.0,1.0,86.65,2.0,6500.375093773443,4.0
Super built-up  Area,Electronic City,1258.0,2.0,1.0,85.5,2.0,6796.502384737679,4.0
Super built-up  Area,Other,1458.0,2.0,2.0,87.0,3.0,5967.078189300411,5.0
Built-up  Area,Electronic City,1386.0,2.0,1.0,85.0,2.0,6132.7561327561325,4.0
Built-up  Area,Electronic City Phase II,1140.0,2.0,1.0,32.92,2.0,2887.719298245614,4.0
Built-up  Area,Electronic City,550.0,1.0,1.0,27.0,1.0,4909.090909090909,2.0
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2.0,6916.666666666667,4.0
Super built-up  Area,Other,1081.0,2.0,1.0,39.0,2.0,3607.7705827937093,4.0
Super built-up  Area,Whitefield,2135.0,3.0,2.0,149.0,4.0,6978.922716627635,7.0
Built-up  Area,Whitefield,2500.0,4.0,0.0,100.0,4.0,4000.0,8.0
Super built-up  Area,Other,1178.0,2.0,1.0,80.0,2.0,6791.171477079796,4.0
Super built-up  Area,Devarachikkanahalli,991.0,2.0,2.0,40.0,2.0,4036.326942482341,4.0
Super built-up  Area,Gottigere,1493.0,2.0,3.0,90.0,3.0,6028.131279303416,5.0
Super built-up  Area,Subramanyapura,2495.0,3.0,3.0,130.0,3.0,5210.420841683367,6.0
Super built-up  Area,Kammasandra,1080.0,2.0,1.0,31.99,2.0,2962.037037037037,4.0
Super built-up  Area,Dasanapura,814.0,2.0,1.0,53.0,2.0,6511.056511056511,4.0
Super built-up  Area,Electronic City,1025.0,2.0,1.0,50.0,2.0,4878.048780487805,4.0
Super built-up  Area,Whitefield,3075.0,2.0,3.0,188.0,4.0,6113.821138211382,6.0
Super built-up  Area,Whitefield,1760.0,3.0,2.0,160.0,3.0,9090.90909090909,6.0
Super built-up  Area,Other,4000.0,8.0,1.0,150.0,7.0,3750.0,15.0
Built-up  Area,Marathahalli,3090.0,4.0,2.0,350.0,4.0,11326.860841423948,8.0
Built-up  Area,Other,2700.0,4.0,3.0,295.0,4.0,10925.925925925925,8.0
Super built-up  Area,Other,1175.0,2.0,2.0,52.86,2.0,4498.723404255319,4.0
Super built-up  Area,Hebbal,4235.0,5.0,3.0,364.0,4.0,8595.04132231405,9.0
Super built-up  Area,KR Puram,1100.0,2.0,2.0,45.0,2.0,4090.909090909091,4.0
Super built-up  Area,Banashankari,1450.0,2.0,2.0,50.75,2.0,3500.0,4.0
Super built-up  Area,6th Phase JP Nagar,1810.0,3.0,3.0,131.0,3.0,7237.5690607734805,6.0
Super built-up  Area,Other,1426.0,2.0,3.0,71.0,3.0,4978.962131837307,5.0
Built-up  Area,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3.0,8125.0,5.0
Built-up  Area,Kalyan nagar,1100.0,2.0,1.0,70.0,2.0,6363.636363636364,4.0
Super built-up  Area,Electronic City Phase II,650.0,1.0,1.0,35.0,1.0,5384.615384615385,2.0
Super built-up  Area,Kaikondrahalli,900.0,2.0,1.0,27.0,2.0,3000.0,4.0
Super built-up  Area,Billekahalli,1360.0,2.0,3.0,110.0,2.0,8088.235294117647,4.0
Super built-up  Area,Yeshwanthpur,674.0,1.0,1.0,36.85,1.0,5467.359050445104,2.0
Super built-up  Area,Whitefield,1655.0,3.0,2.0,110.0,3.0,6646.525679758308,6.0
Plot  Area,Other,1300.0,2.0,2.0,95.0,2.0,7307.692307692308,4.0
Built-up  Area,Other,936.0,1.0,0.0,53.0,1.0,5662.393162393162,2.0
Super built-up  Area,Other,1277.0,2.0,2.0,92.0,2.0,7204.385277995301,4.0
Super built-up  Area,Other,1200.0,2.0,1.0,54.0,2.0,4500.0,4.0
Super built-up  Area,Hormavu,1015.0,2.0,1.0,39.08,2.0,3850.246305418719,4.0
Super built-up  Area,Budigere,1153.0,2.0,2.0,60.0,2.0,5203.816131830009,4.0
Super built-up  Area,Kengeri,1035.0,2.0,1.0,51.5,2.0,4975.84541062802,4.0
Built-up  Area,KR Puram,3300.0,3.0,1.0,255.0,5.0,7727.272727272727,8.0
Super built-up  Area,Uttarahalli,1150.0,2.0,1.0,46.0,2.0,4000.0,4.0
Super built-up  Area,Malleshwaram,1020.0,2.0,1.0,80.0,2.0,7843.137254901961,4.0
Super built-up  Area,Old Madras Road,3715.0,6.0,0.0,212.5,4.0,5720.053835800808,10.0
Super built-up  Area,8th Phase JP Nagar,1160.0,2.0,1.0,95.0,2.0,8189.6551724137935,4.0
Built-up  Area,Brookefield,1225.0,2.0,2.0,72.0,2.0,5877.551020408163,4.0
Plot  Area,Benson Town,5000.0,5.0,3.0,950.0,4.0,19000.0,9.0
Plot  Area,Other,1600.0,2.0,1.0,160.0,2.0,10000.0,4.0
Plot  Area,Malleshwaram,600.0,1.0,0.0,90.0,2.0,15000.0,3.0
Built-up  Area,Other,1350.0,3.0,2.0,60.0,3.0,4444.444444444444,6.0
Super built-up  Area,Kanakpura Road,1300.0,3.0,1.0,69.0,3.0,5307.692307692308,6.0
Super built-up  Area,Channasandra,830.0,2.0,1.0,36.28,2.0,4371.084337349397,4.0
Super built-up  Area,Hennur Road,1155.0,2.0,1.0,69.18,2.0,5989.6103896103905,4.0
Super built-up  Area,Sarakki Nagar,3126.0,5.0,3.0,345.0,4.0,11036.468330134358,9.0
Super built-up  Area,Jalahalli,905.0,2.0,2.0,55.0,2.0,6077.348066298343,4.0
Super built-up  Area,Vijayanagar,1375.0,2.0,0.0,75.0,3.0,5454.545454545455,5.0
Super built-up  Area,Electronic City,1140.0,2.0,2.0,33.84,2.0,2968.421052631579,4.0
Super built-up  Area,Hormavu,1550.0,2.0,2.0,60.0,3.0,3870.967741935484,5.0
Super built-up  Area,Kannamangala,957.0,2.0,1.0,55.0,2.0,5747.126436781609,4.0
Built-up  Area,9th Phase JP Nagar,890.0,2.0,2.0,45.0,2.0,5056.179775280899,4.0
Super built-up  Area,KR Puram,3000.0,4.0,2.0,235.0,4.0,7833.333333333333,8.0
Plot  Area,Other,2400.0,5.0,1.0,150.0,5.0,6250.0,10.0
Plot  Area,Other,2400.0,4.0,2.0,595.0,4.0,24791.666666666668,8.0
Super built-up  Area,Rachenahalli,925.0,2.0,1.0,37.0,2.0,4000.0,4.0
Built-up  Area,Kammasandra,1415.0,2.0,2.0,60.0,2.0,4240.282685512368,4.0
Plot  Area,Other,500.0,2.0,0.0,80.0,1.0,16000.0,3.0
Super built-up  Area,Thanisandra,1225.0,2.0,1.0,37.0,2.0,3020.408163265306,4.0
Built-up  Area,Hennur Road,2000.0,4.0,0.0,90.0,4.0,4500.0,8.0
Super built-up  Area,Whitefield,840.0,1.0,1.0,57.0,1.0,6785.714285714285,2.0
Super built-up  Area,Thanisandra,1732.0,3.0,1.0,112.0,3.0,6466.512702078522,6.0
Plot  Area,Other,1200.0,1.0,0.0,45.0,1.0,3750.0,2.0
Super built-up  Area,Bhoganhalli,1260.0,2.0,1.0,69.9,2.0,5547.619047619049,4.0
Super built-up  Area,Other,1092.0,2.0,1.0,49.0,2.0,4487.179487179487,4.0
Super built-up  Area,Other,827.0,2.0,0.0,34.0,2.0,4111.24546553809,4.0
Super built-up  Area,Chamrajpet,650.0,1.0,1.0,40.0,2.0,6153.846153846154,3.0
Super built-up  Area,7th Phase JP Nagar,1370.0,2.0,1.0,54.79,3.0,3999.2700729927005,5.0
Super built-up  Area,Whitefield,1725.0,3.0,2.0,106.0,3.0,6144.927536231884,6.0
Built-up  Area,Jalahalli,1000.0,2.0,0.0,70.0,2.0,7000.0,4.0
Plot  Area,TC Palaya,1350.0,1.0,0.0,55.0,1.0,4074.074074074074,2.0
Plot  Area,7th Phase JP Nagar,3200.0,4.0,2.0,350.0,4.0,10937.5,8.0
Super built-up  Area,Bellandur,1717.0,3.0,2.0,110.0,3.0,6406.523005241701,6.0
Super built-up  Area,Kanakpura Road,700.0,2.0,1.0,34.0,2.0,4857.142857142857,4.0
Super built-up  Area,Other,800.0,2.0,1.0,32.0,2.0,4000.0,4.0
Super built-up  Area,Rajaji Nagar,2367.0,4.0,3.0,340.0,3.0,14364.17405999155,7.0
Super built-up  Area,Sonnenahalli,1415.0,2.0,1.0,65.0,3.0,4593.639575971732,5.0
Super built-up  Area,7th Phase JP Nagar,1976.0,3.0,1.0,145.0,3.0,7338.056680161943,6.0
Super built-up  Area,Kambipura,883.0,2.0,1.0,37.01,2.0,4191.392978482446,4.0
Super built-up  Area,Yelahanka,700.0,1.0,1.0,38.0,1.0,5428.571428571428,2.0
Super built-up  Area,Sarjapur,1445.0,3.0,1.0,50.0,3.0,3460.2076124567475,6.0
Super built-up  Area,Battarahalli,2082.0,3.0,2.0,104.0,3.0,4995.1969260326605,6.0
Super built-up  Area,Thanisandra,933.0,2.0,1.0,66.0,2.0,7073.954983922829,4.0
Built-up  Area,Electronic City Phase II,1155.0,2.0,1.0,57.0,2.0,4935.064935064935,4.0
Super built-up  Area,Bannerghatta,1200.0,2.0,2.0,73.2,2.0,6100.0,4.0
Super built-up  Area,Other,1055.0,2.0,1.0,43.0,2.0,4075.829383886256,4.0
Super built-up  Area,Rajaji Nagar,1555.0,3.0,2.0,125.0,3.0,8038.585209003216,6.0
Super built-up  Area,Bellandur,1420.0,3.0,2.0,62.0,3.0,4366.197183098591,6.0
Super built-up  Area,Other,2214.0,3.0,2.0,350.0,3.0,15808.491418247515,6.0
Super built-up  Area,Devanahalli,658.0,1.0,1.0,26.91,1.0,4089.665653495441,2.0
Carpet  Area,Bhoganhalli,896.9,2.0,1.0,78.74,2.0,8779.128107927305,4.0
Plot  Area,Giri Nagar,4000.0,3.0,2.0,750.0,4.0,18750.0,7.0
Built-up  Area,KR Puram,1035.0,2.0,2.0,40.0,2.0,3864.7342995169083,4.0
Plot  Area,Whitefield,2064.0,5.0,2.0,225.0,4.0,10901.162790697674,9.0
Super built-up  Area,Other,1839.0,3.0,3.0,160.0,3.0,8700.380641653072,6.0
Built-up  Area,Yelahanka New Town,488.0,1.0,1.0,20.0,1.0,4098.360655737705,2.0
Built-up  Area,Banashankari Stage II,1200.0,2.0,1.0,198.0,3.0,16500.0,5.0
Built-up  Area,Other,2760.0,5.0,2.0,140.0,5.0,5072.463768115942,10.0
Super built-up  Area,Other,993.0,2.0,2.0,42.0,2.0,4229.607250755287,4.0
Super built-up  Area,Hoodi,1225.0,2.0,1.0,45.0,2.0,3673.469387755102,4.0
Built-up  Area,Sompura,825.0,2.0,1.0,32.0,2.0,3878.787878787879,4.0
Super built-up  Area,Bellandur,3596.0,4.0,2.0,359.0,4.0,9983.314794215796,8.0
Super built-up  Area,Electronic City Phase II,1800.0,3.0,3.0,92.0,3.0,5111.111111111111,6.0
Super built-up  Area,Other,925.0,2.0,1.0,100.0,2.0,10810.81081081081,4.0
Super built-up  Area,Kanakpura Road,1167.0,2.0,1.0,63.0,2.0,5398.457583547558,4.0
Super built-up  Area,Sarjapur,1150.0,2.0,1.0,41.0,2.0,3565.217391304348,4.0
Super built-up  Area,Other,650.0,1.0,1.0,50.0,1.0,7692.307692307692,2.0
Built-up  Area,Sarjapur  Road,675.0,1.0,1.0,27.0,1.0,4000.0,2.0
Plot  Area,Other,2260.0,3.0,1.0,90.0,2.0,3982.3008849557523,5.0
Super built-up  Area,Other,720.0,1.0,0.0,32.39,1.0,4498.611111111111,2.0
Plot  Area,Whitefield,4800.0,4.0,2.0,600.0,3.0,12500.0,7.0
Super built-up  Area,Yelahanka New Town,1100.0,2.0,1.0,58.0,2.0,5272.727272727273,4.0
Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,58.0,3.0,4360.902255639097,5.0
Super built-up  Area,Ulsoor,1685.0,4.0,2.0,185.0,3.0,10979.228486646884,7.0
Super built-up  Area,Other,2400.0,5.0,2.0,75.0,6.0,3125.0,11.0
Super built-up  Area,Banashankari,1770.0,3.0,3.0,108.0,3.0,6101.6949152542375,6.0
Super built-up  Area,Prithvi Layout,2100.0,3.0,3.0,125.0,3.0,5952.380952380952,6.0
Super built-up  Area,Pai Layout,1000.0,2.0,3.0,42.0,2.0,4200.0,4.0
Plot  Area,Ramamurthy Nagar,2916.0,5.0,1.0,230.0,4.0,7887.517146776406,9.0
Super built-up  Area,Kanakpura Road,1419.59,2.0,1.0,65.0,3.0,4578.786832817927,5.0
Super built-up  Area,Kodihalli,1400.0,3.0,2.0,81.0,3.0,5785.714285714285,6.0
Built-up  Area,Horamavu Agara,750.0,2.0,1.0,37.49,2.0,4998.666666666667,4.0
Super built-up  Area,Bannerghatta,1070.0,2.0,1.0,87.0,2.0,8130.841121495327,4.0
Super built-up  Area,Kannamangala,1536.0,3.0,1.0,107.0,3.0,6966.145833333333,6.0
Built-up  Area,Koramangala,1710.0,3.0,2.0,210.0,3.0,12280.701754385966,6.0
Carpet  Area,JP Nagar,2400.0,3.0,3.0,196.0,3.0,8166.666666666667,6.0
Super built-up  Area,Electronic City,1342.0,2.0,1.0,72.0,2.0,5365.126676602086,4.0
Super built-up  Area,Other,1600.0,3.0,2.0,130.0,3.0,8125.0,6.0
Super built-up  Area,Kanakapura,938.0,1.0,1.0,50.0,1.0,5330.490405117271,2.0
Super built-up  Area,Budigere,1820.0,3.0,2.0,99.0,3.0,5439.56043956044,6.0
Super built-up  Area,Bhoganhalli,2439.0,4.0,3.0,170.0,4.0,6970.069700697007,8.0
Super built-up  Area,Kanakpura Road,1665.0,3.0,2.0,78.0,3.0,4684.684684684685,6.0
Super built-up  Area,Basavangudi,1850.0,3.0,2.0,150.0,3.0,8108.108108108108,6.0
Built-up  Area,Bommanahalli,1091.0,2.0,1.0,40.0,2.0,3666.3611365719526,4.0
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0,5500.0,4.0
Super built-up  Area,Rajaji Nagar,1720.0,3.0,2.0,224.0,3.0,13023.255813953489,6.0
Built-up  Area,Brookefield,3675.0,4.0,3.0,176.0,4.0,4789.115646258503,8.0
Super built-up  Area,JP Nagar,1060.0,2.0,2.0,33.95,2.0,3202.8301886792456,4.0
Built-up  Area,Whitefield,1059.0,2.0,1.0,57.0,2.0,5382.43626062323,4.0
Super built-up  Area,Hebbal,1299.0,2.0,1.0,97.0,2.0,7467.282525019245,4.0
Super built-up  Area,Yelahanka,1491.0,3.0,2.0,85.0,3.0,5700.871898054997,6.0
Built-up  Area,Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2.0,7083.333333333333,4.0
Built-up  Area,Yelahanka,2088.0,5.0,0.0,110.0,4.0,5268.199233716475,9.0
Super built-up  Area,Hulimavu,581.0,1.0,1.0,29.0,1.0,4991.394148020654,2.0
Super built-up  Area,Other,1296.0,2.0,2.0,70.0,2.0,5401.234567901234,4.0
Super built-up  Area,Other,1125.0,2.0,1.0,55.0,2.0,4888.888888888889,4.0
Built-up  Area,Electronic City,1275.0,3.0,1.0,70.0,3.0,5490.196078431372,6.0
Super built-up  Area,Kothanur,1095.0,2.0,2.0,55.0,2.0,5022.83105022831,4.0
Plot  Area,Sarjapur  Road,10000.0,4.0,2.0,975.0,5.0,9750.0,9.0
Super built-up  Area,Old Madras Road,1330.0,2.0,2.0,74.0,2.0,5563.909774436091,4.0
Super built-up  Area,Marathahalli,1135.0,2.0,2.0,60.0,2.0,5286.343612334802,4.0
Super built-up  Area,Whitefield,516.0,1.0,1.0,39.0,1.0,7558.139534883721,2.0
Super built-up  Area,Other,1194.0,2.0,1.0,51.0,2.0,4271.356783919598,4.0
Plot  Area,Banaswadi,2250.0,5.0,2.0,240.0,5.0,10666.666666666666,10.0
Super built-up  Area,Electronic City,770.0,1.0,1.0,38.0,2.0,4935.064935064935,3.0
Super built-up  Area,Sarjapur  Road,3930.0,5.0,2.0,330.0,4.0,8396.946564885497,9.0
Super built-up  Area,Chikkalasandra,1355.0,3.0,2.0,54.2,3.0,4000.0,6.0
Built-up  Area,Abbigere,3000.0,8.0,0.0,150.0,8.0,5000.0,16.0
Built-up  Area,Harlur,2569.0,4.0,1.0,175.0,4.0,6811.989100817439,8.0
Built-up  Area,Hebbal,3758.0,4.0,2.0,450.0,4.0,11974.454497072911,8.0
Super built-up  Area,Bhoganhalli,1707.0,3.0,2.0,115.0,3.0,6736.965436438196,6.0
Super built-up  Area,Sultan Palaya,1070.0,2.0,2.0,49.0,2.0,4579.439252336449,4.0
Built-up  Area,Whitefield,6000.0,4.0,2.0,410.0,4.0,6833.333333333333,8.0
Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,83.0,3.0,6693.548387096775,5.0
Super built-up  Area,JP Nagar,1300.0,2.0,1.0,91.65,2.0,7050.0,4.0
Super built-up  Area,Ambalipura,1700.0,2.0,2.0,76.0,2.0,4470.588235294118,4.0
Super built-up  Area,Yeshwanthpur,1383.0,2.0,2.0,76.18,3.0,5508.315256688359,5.0
Built-up  Area,Other,3000.0,4.0,3.0,170.0,5.0,5666.666666666667,9.0
Super built-up  Area,Hulimavu,935.0,2.0,3.0,45.0,2.0,4812.834224598931,4.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,151.0,3.0,7287.644787644787,7.0
Built-up  Area,Other,2200.0,3.0,1.0,225.0,4.0,10227.272727272728,7.0
Super built-up  Area,KR Puram,1116.0,2.0,1.0,45.0,2.0,4032.2580645161293,4.0
Super built-up  Area,Whitefield,1639.0,3.0,2.0,107.0,3.0,6528.370957901159,6.0
Super built-up  Area,Marathahalli,1839.0,3.0,2.0,130.0,3.0,7069.0592713431215,6.0
Super built-up  Area,Other,1300.0,2.0,2.0,63.0,2.0,4846.153846153846,4.0
Super built-up  Area,Horamavu Agara,625.0,1.0,1.0,27.0,1.0,4320.0,2.0
Super built-up  Area,Thanisandra,933.0,1.0,1.0,61.0,1.0,6538.049303322615,2.0
Super built-up  Area,Hosur Road,2289.0,3.0,3.0,180.0,3.0,7863.695937090432,6.0
Built-up  Area,Ramamurthy Nagar,2316.0,3.0,0.0,125.0,3.0,5397.2366148531955,6.0
Super built-up  Area,Electronic City,1005.0,2.0,1.0,39.77,2.0,3957.213930348259,4.0
Built-up  Area,Horamavu Agara,1080.0,2.0,1.0,38.0,2.0,3518.5185185185187,4.0
Super built-up  Area,Vishwapriya Layout,910.0,2.0,3.0,36.0,2.0,3956.043956043956,4.0
Plot  Area,Hormavu,1200.0,2.0,0.0,73.0,2.0,6083.333333333333,4.0
Super built-up  Area,Electronic City,1110.0,2.0,1.0,39.9,2.0,3594.5945945945946,4.0
Super built-up  Area,Kothanur,1142.0,2.0,2.0,56.0,2.0,4903.6777583187395,4.0
Carpet  Area,2nd Stage Nagarbhavi,4000.0,4.0,3.0,240.0,5.0,6000.0,9.0
Plot  Area,Hormavu,1800.0,3.0,1.0,204.0,3.0,11333.333333333334,6.0
Super built-up  Area,AECS Layout,1005.0,2.0,1.0,55.0,2.0,5472.636815920398,4.0
Built-up  Area,Other,1626.6,3.0,1.0,133.0,3.0,8176.564613303824,6.0
Super built-up  Area,Kothanur,1074.0,2.0,2.0,54.0,2.0,5027.932960893855,4.0
Carpet  Area,Basavangudi,1230.0,2.0,0.0,80.0,2.0,6504.065040650406,4.0
Super built-up  Area,Electronic City,660.0,1.0,1.0,23.0,2.0,3484.848484848485,3.0
Built-up  Area,Other,1007.0,2.0,2.0,48.0,2.0,4766.633565044687,4.0
Built-up  Area,Whitefield,1820.0,3.0,2.0,113.0,3.0,6208.791208791209,6.0
Plot  Area,Other,1348.0,2.0,0.0,100.0,2.0,7418.39762611276,4.0
Super built-up  Area,Kasavanhalli,1230.0,2.0,2.0,66.25,2.0,5386.178861788618,4.0
Super built-up  Area,Horamavu Agara,1176.0,2.0,1.0,37.62,3.0,3198.9795918367345,5.0
Built-up  Area,Frazer Town,1200.0,2.0,1.0,78.0,2.0,6500.0,4.0
Built-up  Area,Other,1298.0,2.0,1.0,65.0,2.0,5007.704160246533,4.0
Plot  Area,Other,1350.0,4.0,0.0,175.0,4.0,12962.962962962964,8.0
Super built-up  Area,Kothanur,1285.0,2.0,1.0,60.0,2.0,4669.260700389105,4.0
Super built-up  Area,Electronic City,1644.0,3.0,2.0,92.59,3.0,5631.995133819952,6.0
Super built-up  Area,Kasavanhalli,1819.0,3.0,1.0,150.0,3.0,8246.289169873557,6.0
Super built-up  Area,1st Phase JP Nagar,1205.0,2.0,1.0,85.0,2.0,7053.941908713693,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2.0,4881.889763779527,4.0
Super built-up  Area,9th Phase JP Nagar,1240.0,2.0,2.0,39.89,3.0,3216.935483870968,5.0
Super built-up  Area,Jigani,1221.0,3.0,3.0,70.0,3.0,5733.005733005733,6.0
Super built-up  Area,Kanakpura Road,1339.0,2.0,2.0,63.0,2.0,4705.003734129948,4.0
Super built-up  Area,Thigalarapalya,4303.0,5.0,2.0,300.0,4.0,6971.880083662561,9.0
Super built-up  Area,Haralur Road,1315.0,2.0,1.0,85.0,2.0,6463.878326996198,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2.0,5440.0,4.0
Super built-up  Area,Bisuvanahalli,850.0,2.0,1.0,27.0,2.0,3176.470588235294,4.0
Super built-up  Area,7th Phase JP Nagar,1600.0,2.0,2.0,110.0,3.0,6875.0,5.0
Built-up  Area,Electronic City,1250.0,2.0,1.0,62.0,2.0,4960.0,4.0
Super built-up  Area,Other,1312.0,2.0,1.0,56.5,3.0,4306.40243902439,5.0
Super built-up  Area,Kadugodi,3000.0,4.0,0.0,134.0,4.0,4466.666666666667,8.0
Built-up  Area,Electronic City Phase II,1300.0,2.0,2.0,28.0,2.0,2153.846153846154,4.0
Built-up  Area,Whitefield,1990.0,3.0,3.0,98.0,3.0,4924.62311557789,6.0
Super built-up  Area,Other,760.0,2.0,2.0,38.5,2.0,5065.789473684211,4.0
Plot  Area,Ambedkar Nagar,5000.0,4.0,2.0,536.0,4.0,10720.0,8.0
Super built-up  Area,Kadugodi,1614.0,2.0,2.0,59.0,3.0,3655.5142503097895,5.0
Plot  Area,Judicial Layout,1500.0,3.0,2.0,162.0,4.0,10800.0,7.0
Super built-up  Area,Other,1182.0,2.0,1.0,60.1,3.0,5084.602368866328,5.0
Super built-up  Area,Other,1053.0,2.0,1.0,46.29,2.0,4396.011396011396,4.0
Built-up  Area,6th Phase JP Nagar,750.0,1.0,1.0,105.0,1.0,14000.0,2.0
Super built-up  Area,Gubbalala,2000.0,3.0,3.0,125.0,3.0,6250.0,6.0
Built-up  Area,Electronic City Phase II,1940.0,4.0,3.0,116.0,3.0,5979.381443298969,7.0
Super built-up  Area,Hennur Road,1590.0,3.0,2.0,105.0,3.0,6603.773584905661,6.0
Super built-up  Area,Other,1035.0,2.0,2.0,52.79,2.0,5100.48309178744,4.0
Super built-up  Area,Kothanur,1075.0,2.0,2.0,53.0,2.0,4930.232558139535,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3.0,4920.6349206349205,5.0
Super built-up  Area,Thanisandra,1702.0,3.0,2.0,107.0,3.0,6286.721504112808,6.0
Super built-up  Area,Bisuvanahalli,1080.0,2.0,2.0,65.0,3.0,6018.518518518518,5.0
Built-up  Area,Kasavanhalli,1189.0,2.0,1.0,45.0,2.0,3784.6930193439866,4.0
Super built-up  Area,Tumkur Road,1035.0,2.0,1.0,39.0,2.0,3768.1159420289855,4.0
Super built-up  Area,Hennur Road,1200.0,2.0,1.0,36.0,2.0,3000.0,4.0
Plot  Area,Mahalakshmi Layout,4482.0,6.0,2.0,852.0,8.0,19009.37081659973,14.0
Plot  Area,Other,1200.0,3.0,0.0,200.0,3.0,16666.666666666668,6.0
Super built-up  Area,Kanakpura Road,1300.0,3.0,1.0,69.0,3.0,5307.692307692308,6.0
Super built-up  Area,Yelahanka,1330.0,2.0,1.0,93.65,2.0,7041.353383458647,4.0
Super built-up  Area,Kaggalipura,1210.0,2.0,1.0,65.0,3.0,5371.900826446281,5.0
Built-up  Area,Chikkalasandra,1350.0,2.0,2.0,54.2,3.0,4014.814814814815,5.0
Super built-up  Area,Kaval Byrasandra,1900.0,2.0,2.0,65.0,3.0,3421.0526315789475,5.0
Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3.0,6459.948320413437,7.0
Super built-up  Area,Other,1410.0,3.0,3.0,90.0,3.0,6382.978723404255,6.0
Super built-up  Area,Other,1469.0,2.0,2.0,99.14,2.0,6748.8087134104835,4.0
Super built-up  Area,Varthur,986.0,2.0,1.0,30.0,2.0,3042.5963488843813,4.0
